x,y
0.18391122411160993,0.4244336766836993
0.19339636566584947,0.836104935077804
0.20891337694961148,0.5311235161509169
0.18208772864568853,0.6028697903566327
0.18969236903751396,0.5060705806265289
0.18007061768593186,0.8118090278048233
0.20372192941917489,0.712690708559995
0.21542550595341792,0.24014379787526724
0.18086177139690512,0.8690078193334785
0.19847966704672276,0.6492016532555751
0.18468944195027168,0.6023681531936314
0.2051793887813474,0.46529112406704043
0.19602399589499406,0.22272638036257253
0.18484783424689355,0.4202721179563641
0.20415012481952755,0.3646879296024349
0.1961631537686992,0.6435209073203974
0.1935472917707374,0.8101619099686845
0.2113452234146217,0.6037829427020851
0.19525695555599826,0.8041747866982125
0.2073402742744444,0.4540463165870125
0.2192207357969675,0.6899892284190488
0.180882347400671,0.5340207493103099
0.214141364735659,0.3206406185218714
0.1883357563872736,0.853693865544193
0.2002186519873282,0.20845392591905304
0.19955495715338695,0.23960256182412282
0.2158619965905086,0.5218054980345904
0.20223595354877663,0.894215650221063
0.19028697558673327,0.2742100572666308
0.1940412540890472,0.2624714702590898
0.2035210168958589,0.5194505035444259
0.18777931818987617,0.3476519694232857
0.2007376235983078,0.20148107724634406
0.19490822280961811,0.8778074238354474
0.19039339621755944,0.21620002574324954
0.2111585588076642,0.26541681782338467
0.18155562795981228,0.2421288910668806
0.19223571525955097,0.882275002056546
0.2144655489827662,0.8184503058866848
0.18038251987642534,0.759925968566129
0.21958255851835629,0.6894824423333632
0.1901681430203001,0.5686831497298139
0.2168755100702594,0.5846946100672139
0.19553212492117716,0.521322432520575
0.19579158257133644,0.404560311685634
0.1981678285047851,0.5718381856363228
0.21183941218262048,0.3198513226051575
0.20190193962456843,0.6296819134976748
0.1846250878071227,0.5549302301692414
0.20767983548672908,0.706525632254138
0.2067913289136858,0.7282684799603898
0.21757566685705385,0.2142261186755689
0.20160455173066927,0.8217409371383289
0.18797567668108012,0.8101894821359754
0.19723998491722067,0.726674465127441
0.19522509659449025,0.3585158742840774
0.18127234652717186,0.24801464506316243
0.2169243868329585,0.3570480972732548
0.1988800338964591,0.862330920610535
0.1844008776582444,0.6341838275297113
0.20512745914802988,0.7378131506744758
0.19043959178524306,0.5730525190354587
0.21027142937965684,0.6527162575665627
0.20828255439082038,0.6306894219217476
0.19140018841310177,0.7582258915062554
0.19712147209602324,0.3324621137626864
0.18570843634346912,0.25016208162764475
0.19259701631887524,0.3365469355397351
0.214639571030089,0.6880843113518053
0.20645784530165207,0.8597254150710754
0.1972078265084349,0.3124070553795115
0.2197651747009891,0.42881300567690506
0.20820491744075362,0.3188248026241913
0.2169366501963977,0.43628536281556984
0.19059008292097046,0.5308371261104853
0.2064914434502411,0.5548435925084327
0.18059694913310562,0.6703320754485261
0.19251301717048283,0.2363152880443667
0.20760929181021046,0.24875959686522384
0.2033723786606319,0.7496176468987321
0.2038725157680539,0.5868041819934466
0.2050330104753906,0.8543197884995715
0.20294581373038242,0.6020695177773503
0.18714578069608742,0.6556380343412157
0.21920649510234447,0.2687406703720865
0.18015288240198143,0.731647319892949
0.21004386403333417,0.261728097588201
0.20162270905452784,0.7563950207986809
0.18706859583443045,0.45060949435746406
0.20764567720908192,0.48929947241610733
0.1864828453085949,0.33932624075647666
0.1909106724361464,0.4944836268964174
